0	-1.788519024848938
1	-1.8001271486282349
2	-1.820725440979004
3	-1.8269978761672974
4	-1.8415499925613403
5	-1.8538165092468262
6	-1.8698071241378784
7	-1.8759983777999878
8	-1.8553320169448853
9	-1.8499947786331177
10	-1.8585644960403442
11	-1.8745676279067993
12	-1.8937656879425049
13	-1.9005340337753296
14	-1.8929790258407593
15	-1.8745191097259521
16	-1.859717607498169
17	-1.869869589805603
18	-1.8830324411392212
19	-1.8975727558135986
20	-1.8935909271240234
21	-1.8974601030349731
22	-1.891499638557434
23	-1.882414698600769
24	-1.863698959350586
25	-1.847733736038208
26	-1.870887279510498
27	-1.8821663856506348
28	-1.8968713283538818
29	-1.9523265361785889
30	-1.9811598062515259
31	-1.984048843383789
32	-1.9947742223739624
33	-2.0020155906677246
34	-2.0083084106445312
35	-2.0185017585754395
36	-2.0382325649261475
37	-2.0400795936584473
38	-2.028846502304077
39	-2.02085018157959
40	-2.0136330127716064
41	-2.0003886222839355
42	-1.9917123317718506
43	-1.9780608415603638
44	-1.9814239740371704
45	-1.973581314086914
46	-1.9525340795516968
47	-1.9506733417510986
48	-1.9655429124832153
49	-1.95558762550354
50	-1.9566314220428467
51	-1.9547019004821777
52	-1.9471409320831299
53	-1.946455478668213
54	-1.9466203451156616
55	-1.9452126026153564
56	-1.9559398889541626
57	-1.96608304977417
58	-1.9632792472839355
59	-1.9776625633239746
60	-1.9864271879196167
61	-1.9763717651367188
62	-1.9724552631378174
63	-1.9074207544326782
64	-1.91331148147583
65	-1.9407958984375
66	-1.9690355062484741
67	-1.982529878616333
68	-1.9826292991638184
69	-1.9569792747497559
70	-1.9431859254837036
71	-1.9163130521774292
72	-1.8912602663040161
73	-1.8417857885360718
74	-1.7902214527130127
75	-1.7276417016983032
76	-1.673616886138916
77	-1.6622378826141357
78	-1.6646642684936523
79	-1.6876627206802368
80	-1.7043311595916748
81	-1.716757893562317
82	-1.740334391593933
83	-1.7804558277130127
84	-1.796452283859253
85	-1.8068147897720337
86	-1.7902377843856812
87	-1.7711066007614136
88	-1.7410032749176025
89	-1.7473695278167725
90	-1.769226312637329
91	-1.7914752960205078
92	-1.8049745559692383
93	-1.8372491598129272
94	-1.8714736700057983
95	-1.8655197620391846
96	-1.8986320495605469
97	-1.8920263051986694
98	-1.851616382598877
99	-1.8975706100463867
100	-2.02656626701355
101	-2.2471370697021484
102	-2.292401075363159
103	-2.318120241165161
104	-2.3205065727233887
105	-2.324965715408325
106	-2.3781986236572266
107	-2.3871941566467285
108	-2.4124207496643066
109	-2.3925418853759766
110	-2.3622817993164062
111	-2.356743097305298
112	-2.307378053665161
113	-2.288281202316284
114	-2.441155433654785
115	-2.627033233642578
116	-2.578015089035034
117	-2.582871198654175
118	-2.544240713119507
119	-2.5640194416046143
120	-2.547806978225708
121	-2.535677433013916
122	-2.605396270751953
123	-2.6930041313171387
124	-2.5407490730285645
125	-2.483131170272827
126	-2.4939022064208984
127	-2.8348865509033203
128	-2.8441176414489746
129	-2.797990322113037
130	-2.797197103500366
131	-2.756277322769165
132	-2.720817804336548
133	-2.5886614322662354
134	-2.5592451095581055
135	-2.5975563526153564
136	-2.6767899990081787
137	-2.8203487396240234
138	-2.8799245357513428
139	-2.90712833404541
140	-2.8418076038360596
141	-2.812911033630371
142	-2.8306708335876465
143	-2.8891727924346924
144	-3.1044504642486572
145	-3.2362799644470215
146	-3.302053928375244
147	-3.318565607070923
148	-3.3229243755340576
149	-3.2395012378692627
150	-3.1577951908111572
151	-3.3488333225250244
152	-3.5724000930786133
153	-3.815537214279175
154	-3.9717745780944824
155	-4.0691752433776855
156	-4.087719917297363
157	-4.037595748901367
158	-4.064708232879639
159	-4.046957015991211
160	-3.9669547080993652
161	-4.018340110778809
162	-4.083465576171875
163	-3.9797780513763428
164	-3.786540985107422
165	-3.591547727584839
166	-3.6187829971313477
167	-3.6072304248809814
168	-3.582942247390747
169	-3.5075063705444336
170	-3.359528064727783
171	-3.328108072280884
172	-3.3005881309509277
173	-3.110534906387329
174	-3.02423357963562
175	-3.0304183959960938
176	-3.086932420730591
177	-3.005005121231079
178	-2.88250732421875
179	-2.860281229019165
180	-2.9071247577667236
181	-2.838526725769043
182	-2.781999111175537
183	-2.7983086109161377
184	-2.7577295303344727
185	-2.7553012371063232
186	-2.7675416469573975
187	-2.8202641010284424
188	-2.8588342666625977
189	-2.9409279823303223
190	-2.9029195308685303
191	-2.8008193969726562
192	-2.7946455478668213
193	-2.744729518890381
194	-2.8182427883148193
195	-2.85396409034729
196	-2.7826550006866455
197	-2.738647222518921
198	-2.896541118621826
199	-2.912266254425049
200	-2.794485092163086
201	-2.7511558532714844
202	-2.7770657539367676
203	-2.7370994091033936
204	-2.7101635932922363
205	-2.731295108795166
206	-2.7630295753479004
207	-2.8761422634124756
208	-3.0714588165283203
209	-2.896667957305908
210	-2.818223237991333
211	-2.831958770751953
212	-3.0054097175598145
213	-3.040754795074463
214	-3.0874581336975098
215	-3.054969310760498
216	-2.9858391284942627
217	-3.031118631362915
218	-3.174473524093628
219	-3.357678174972534
220	-3.487459659576416
221	-3.5221738815307617
222	-3.3315601348876953
223	-3.1153056621551514
224	-3.017305850982666
225	-2.994197368621826
226	-2.8969881534576416
227	-2.7792551517486572
228	-2.711916208267212
229	-2.855646848678589
230	-2.764497756958008
231	-2.6260459423065186
232	-2.6221330165863037
233	-2.7072627544403076
234	-2.778163433074951
235	-2.790729522705078
236	-2.8283843994140625
237	-2.8500492572784424
238	-2.9237537384033203
239	-2.9795656204223633
240	-3.0063512325286865
241	-2.9892899990081787
242	-2.949215888977051
243	-2.810544013977051
244	-2.6639909744262695
245	-2.645068407058716
246	-2.543569803237915
247	-2.492302656173706
248	-2.468881130218506
249	-2.5277538299560547
250	-2.6045656204223633
251	-2.6118481159210205
252	-2.6185920238494873
253	-2.564777374267578
254	-2.4839282035827637
255	-2.455864429473877
256	-2.40561842918396
257	-2.370251417160034
258	-2.4150872230529785
259	-2.3265292644500732
260	-2.35361909866333
261	-2.3714473247528076
262	-2.4067211151123047
263	-2.2397642135620117
264	-2.219165802001953
265	-2.3262600898742676
266	-2.315929889678955
267	-2.2964468002319336
268	-2.190917730331421
269	-2.0884146690368652
270	-2.0590269565582275
271	-2.0421786308288574
272	-1.9877535104751587
273	-1.9090380668640137
274	-1.9071364402770996
275	-1.9666584730148315
276	-2.036039352416992
277	-2.127234935760498
278	-2.2350070476531982
279	-2.34014630317688
280	-2.3794257640838623
281	-2.3851583003997803
282	-2.3088064193725586
283	-2.263334035873413
284	-2.194833993911743
285	-2.260964870452881
286	-2.3375706672668457
287	-2.4286208152770996
288	-2.438154697418213
289	-2.407090187072754
290	-2.3860416412353516
291	-2.361983299255371
292	-2.293980121612549
